antecedent,consequent,support,confidence,Cluster
 IMPDH_2, pepT,1.0,1.0,7
 pepT, IMPDH_2,1.0,1.0,7
 IMPDH_2, SspA,1.0,1.0,7
 SspA, IMPDH_2,1.0,1.0,7
 IMPDH_2, manN,1.0,1.0,7
 manN, IMPDH_2,1.0,1.0,7
 IMPDH_2, FlpS,1.0,1.0,7
 FlpS, IMPDH_2,1.0,1.0,7
 IMPDH_2, GdpP,1.0,1.0,7
 GdpP, IMPDH_2,1.0,1.0,7
 IMPDH_2, Ssa,0.71,0.71,7
 Ssa, IMPDH_2,0.71,1.0,7
 IMPDH_2, lhk,0.86,0.86,7
 lhk, IMPDH_2,0.86,1.0,7
 IMPDH_2, MsmK,1.0,1.0,7
 MsmK, IMPDH_2,1.0,1.0,7
 IMPDH_2, ClpX,1.0,1.0,7
 ClpX, IMPDH_2,1.0,1.0,7
 IMPDH_2, ArcD,1.0,1.0,7
 ArcD, IMPDH_2,1.0,1.0,7
 IMPDH_2, GidA,1.0,1.0,7
 GidA, IMPDH_2,1.0,1.0,7
 IMPDH_2, Eno,1.0,1.0,7
 Eno, IMPDH_2,1.0,1.0,7
 IMPDH_2, HrcA,1.0,1.0,7
 HrcA, IMPDH_2,1.0,1.0,7
 IMPDH_2, adhE,1.0,1.0,7
 adhE, IMPDH_2,1.0,1.0,7
 IMPDH_2, IMPDH_1,1.0,1.0,7
 IMPDH_1, IMPDH_2,1.0,1.0,7
 IMPDH_2, Cps9E,1.0,1.0,7
 Cps9E, IMPDH_2,1.0,1.0,7
 IMPDH_2, LuxS,1.0,1.0,7
 LuxS, IMPDH_2,1.0,1.0,7
 IMPDH_2, TraG,0.86,0.86,7
 TraG, IMPDH_2,0.86,1.0,7
 IMPDH_2, Zmp,0.86,0.86,7
 Zmp, IMPDH_2,0.86,1.0,7
 IMPDH_2, ciaR,1.0,1.0,7
 ciaR, IMPDH_2,1.0,1.0,7
 IMPDH_2, OppA,1.0,1.0,7
 OppA, IMPDH_2,1.0,1.0,7
 RelQ, Stp,0.86,0.86,7
 Stp, RelQ,0.86,1.0,7
 RelQ, FBA,1.0,1.0,7
 FBA, RelQ,1.0,1.0,7
 RelQ, lytR,1.0,1.0,7
 lytR, RelQ,1.0,1.0,7
 RelQ, pgdA,0.86,0.86,7
 pgdA, RelQ,0.86,1.0,7
 RelQ, Stk,1.0,1.0,7
 Stk, RelQ,1.0,1.0,7
 RelQ, KAR,1.0,1.0,7
 KAR, RelQ,1.0,1.0,7
 RelQ, prsA,1.0,1.0,7
 prsA, RelQ,1.0,1.0,7
 RelQ, RggTR,0.86,0.86,7
 RggTR, RelQ,0.86,1.0,7
 RelQ, BgaC,1.0,1.0,7
 BgaC, RelQ,1.0,1.0,7
 RelQ, SspB,0.71,0.71,7
 SspB, RelQ,0.71,1.0,7
 RelQ, FBPS,1.0,1.0,7
 FBPS, RelQ,1.0,1.0,7
 RelQ, PGK,1.0,1.0,7
 PGK, RelQ,1.0,1.0,7
 RelQ, RelA,1.0,1.0,7
 RelA, RelQ,1.0,1.0,7
 SP1, RelQ,0.57,1.0,7
 RelQ, agaR2,1.0,1.0,7
 agaR2, RelQ,1.0,1.0,7
 RelQ, HP1717,1.0,1.0,7
 HP1717, RelQ,1.0,1.0,7
 RelQ, PDH,1.0,1.0,7
 PDH, RelQ,1.0,1.0,7
 atl_2, RelQ,0.43,1.0,7
 RelQ, PK,1.0,1.0,7
 PK, RelQ,1.0,1.0,7
 RelQ, DnaK,1.0,1.0,7
 DnaK, RelQ,1.0,1.0,7
 RelQ, CovR,1.0,1.0,7
 CovR, RelQ,1.0,1.0,7
 RelQ, Rex,1.0,1.0,7
 Rex, RelQ,1.0,1.0,7
 RelQ, SntA,0.71,0.71,7
 SntA, RelQ,0.71,1.0,7
 RelQ, HP1083,1.0,1.0,7
 HP1083, RelQ,1.0,1.0,7
 RelQ, lhr,0.86,0.86,7
 lhr, RelQ,0.86,1.0,7
 RelQ, argR,1.0,1.0,7
 argR, RelQ,1.0,1.0,7
 RelQ, CodY,1.0,1.0,7
 CodY, RelQ,1.0,1.0,7
 RelQ, ABC_1,1.0,1.0,7
 ABC_1, RelQ,1.0,1.0,7
 RelQ, DivIVA,1.0,1.0,7
 DivIVA, RelQ,1.0,1.0,7
 RelQ, GlnA,1.0,1.0,7
 GlnA, RelQ,1.0,1.0,7
 RelQ, LDH,1.0,1.0,7
 LDH, RelQ,1.0,1.0,7
 RelQ, GAPDH,1.0,1.0,7
 GAPDH, RelQ,1.0,1.0,7
 RelQ, srtA,0.86,0.86,7
 srtA, RelQ,0.86,1.0,7
 RelQ, ClpP,1.0,1.0,7
 ClpP, RelQ,1.0,1.0,7
 RelQ, HAM1,1.0,1.0,7
 HAM1, RelQ,1.0,1.0,7
 RelQ, GroEL,1.0,1.0,7
 GroEL, RelQ,1.0,1.0,7
 RelQ, ssnA,0.71,0.71,7
 ssnA, RelQ,0.71,1.0,7
 RelQ, VraSR,1.0,1.0,7
 VraSR, RelQ,1.0,1.0,7
 RelQ, PepF,1.0,1.0,7
 PepF, RelQ,1.0,1.0,7
 RelQ, HtpsA,1.0,1.0,7
 HtpsA, RelQ,1.0,1.0,7
 RelQ, OTC,1.0,1.0,7
 OTC, RelQ,1.0,1.0,7
 RelQ, ciaH,1.0,1.0,7
 ciaH, RelQ,1.0,1.0,7
 RelQ, HP1538,0.86,0.86,7
 HP1538, RelQ,0.86,1.0,7
 RelQ, Ssads,0.71,0.71,7
 Ssads, RelQ,0.71,1.0,7
 RelQ, EF-Tu,1.0,1.0,7
 EF-Tu, RelQ,1.0,1.0,7
 RelQ, pepT,1.0,1.0,7
 pepT, RelQ,1.0,1.0,7
 RelQ, SspA,1.0,1.0,7
 SspA, RelQ,1.0,1.0,7
 RelQ, manN,1.0,1.0,7
 manN, RelQ,1.0,1.0,7
 RelQ, FlpS,1.0,1.0,7
 FlpS, RelQ,1.0,1.0,7
 RelQ, GdpP,1.0,1.0,7
 GdpP, RelQ,1.0,1.0,7
 RelQ, Ssa,0.71,0.71,7
 Ssa, RelQ,0.71,1.0,7
 RelQ, lhk,0.86,0.86,7
 lhk, RelQ,0.86,1.0,7
 RelQ, MsmK,1.0,1.0,7
 MsmK, RelQ,1.0,1.0,7
 RelQ, ClpX,1.0,1.0,7
 ClpX, RelQ,1.0,1.0,7
 RelQ, ArcD,1.0,1.0,7
 ArcD, RelQ,1.0,1.0,7
 RelQ, GidA,1.0,1.0,7
 GidA, RelQ,1.0,1.0,7
 RelQ, Eno,1.0,1.0,7
 Eno, RelQ,1.0,1.0,7
 RelQ, HrcA,1.0,1.0,7
 HrcA, RelQ,1.0,1.0,7
 RelQ, adhE,1.0,1.0,7
 adhE, RelQ,1.0,1.0,7
 RelQ, IMPDH_1,1.0,1.0,7
 IMPDH_1, RelQ,1.0,1.0,7
 RelQ, Cps9E,1.0,1.0,7
 Cps9E, RelQ,1.0,1.0,7
 RelQ, LuxS,1.0,1.0,7
 LuxS, RelQ,1.0,1.0,7
 RelQ, TraG,0.86,0.86,7
 TraG, RelQ,0.86,1.0,7
 RelQ, Zmp,0.86,0.86,7
 Zmp, RelQ,0.86,1.0,7
 RelQ, ciaR,1.0,1.0,7
 ciaR, RelQ,1.0,1.0,7
 RelQ, OppA,1.0,1.0,7
 OppA, RelQ,1.0,1.0,7
 Stp, FBA,0.86,1.0,7
 FBA, Stp,0.86,0.86,7
 Stp, lytR,0.86,1.0,7
 lytR, Stp,0.86,0.86,7
 Stp, pgdA,0.86,1.0,7
 pgdA, Stp,0.86,1.0,7
 Stp, Stk,0.86,1.0,7
 Stk, Stp,0.86,0.86,7
 Stp, KAR,0.86,1.0,7
 KAR, Stp,0.86,0.86,7
 Stp, prsA,0.86,1.0,7
 prsA, Stp,0.86,0.86,7
 Stp, RggTR,0.86,1.0,7
 RggTR, Stp,0.86,1.0,7
 Stp, BgaC,0.86,1.0,7
 BgaC, Stp,0.86,0.86,7
 Stp, SspB,0.71,0.83,7
 SspB, Stp,0.71,1.0,7
 Stp, FBPS,0.86,1.0,7
 FBPS, Stp,0.86,0.86,7
 Stp, PGK,0.86,1.0,7
 PGK, Stp,0.86,0.86,7
 Stp, RelA,0.86,1.0,7
 RelA, Stp,0.86,0.86,7
 SP1, Stp,0.43,0.75,7
 Stp, agaR2,0.86,1.0,7
 agaR2, Stp,0.86,0.86,7
 Stp, HP1717,0.86,1.0,7
 HP1717, Stp,0.86,0.86,7
 Stp, PDH,0.86,1.0,7
 PDH, Stp,0.86,0.86,7
 atl_2, Stp,0.43,1.0,7
 Stp, PK,0.86,1.0,7
 PK, Stp,0.86,0.86,7
 Stp, DnaK,0.86,1.0,7
 DnaK, Stp,0.86,0.86,7
 Stp, CovR,0.86,1.0,7
 CovR, Stp,0.86,0.86,7
 Stp, Rex,0.86,1.0,7
 Rex, Stp,0.86,0.86,7
 SntA, Stp,0.57,0.8,7
 Stp, HP1083,0.86,1.0,7
 HP1083, Stp,0.86,0.86,7
 Stp, lhr,0.86,1.0,7
 lhr, Stp,0.86,1.0,7
 Stp, argR,0.86,1.0,7
 argR, Stp,0.86,0.86,7
 Stp, CodY,0.86,1.0,7
 CodY, Stp,0.86,0.86,7
 Stp, ABC_1,0.86,1.0,7
 ABC_1, Stp,0.86,0.86,7
 Stp, DivIVA,0.86,1.0,7
 DivIVA, Stp,0.86,0.86,7
 Stp, GlnA,0.86,1.0,7
 GlnA, Stp,0.86,0.86,7
 Stp, LDH,0.86,1.0,7
 LDH, Stp,0.86,0.86,7
 Stp, GAPDH,0.86,1.0,7
 GAPDH, Stp,0.86,0.86,7
 Stp, srtA,0.86,1.0,7
 srtA, Stp,0.86,1.0,7
 Stp, ClpP,0.86,1.0,7
 ClpP, Stp,0.86,0.86,7
 Stp, HAM1,0.86,1.0,7
 HAM1, Stp,0.86,0.86,7
 Stp, GroEL,0.86,1.0,7
 GroEL, Stp,0.86,0.86,7
 Stp, ssnA,0.71,0.83,7
 ssnA, Stp,0.71,1.0,7
 Stp, VraSR,0.86,1.0,7
 VraSR, Stp,0.86,0.86,7
 Stp, PepF,0.86,1.0,7
 PepF, Stp,0.86,0.86,7
 Stp, HtpsA,0.86,1.0,7
 HtpsA, Stp,0.86,0.86,7
 Stp, OTC,0.86,1.0,7
 OTC, Stp,0.86,0.86,7
 Stp, ciaH,0.86,1.0,7
 ciaH, Stp,0.86,0.86,7
 Stp, HP1538,0.86,1.0,7
 HP1538, Stp,0.86,1.0,7
 Stp, Ssads,0.71,0.83,7
 Ssads, Stp,0.71,1.0,7
 Stp, EF-Tu,0.86,1.0,7
 EF-Tu, Stp,0.86,0.86,7
 Stp, pepT,0.86,1.0,7
 pepT, Stp,0.86,0.86,7
 Stp, SspA,0.86,1.0,7
 SspA, Stp,0.86,0.86,7
 Stp, manN,0.86,1.0,7
 manN, Stp,0.86,0.86,7
 Stp, FlpS,0.86,1.0,7
 FlpS, Stp,0.86,0.86,7
 Stp, GdpP,0.86,1.0,7
 GdpP, Stp,0.86,0.86,7
 Stp, Ssa,0.71,0.83,7
 Ssa, Stp,0.71,1.0,7
 Stp, lhk,0.86,1.0,7
 lhk, Stp,0.86,1.0,7
 Stp, MsmK,0.86,1.0,7
 MsmK, Stp,0.86,0.86,7
 Stp, ClpX,0.86,1.0,7
 ClpX, Stp,0.86,0.86,7
 Stp, ArcD,0.86,1.0,7
 ArcD, Stp,0.86,0.86,7
 Stp, GidA,0.86,1.0,7
 GidA, Stp,0.86,0.86,7
 Stp, Eno,0.86,1.0,7
 Eno, Stp,0.86,0.86,7
 Stp, HrcA,0.86,1.0,7
 HrcA, Stp,0.86,0.86,7
 Stp, adhE,0.86,1.0,7
 adhE, Stp,0.86,0.86,7
 Stp, IMPDH_1,0.86,1.0,7
 IMPDH_1, Stp,0.86,0.86,7
 Stp, Cps9E,0.86,1.0,7
 Cps9E, Stp,0.86,0.86,7
 Stp, LuxS,0.86,1.0,7
 LuxS, Stp,0.86,0.86,7
 Stp, TraG,0.71,0.83,7
 TraG, Stp,0.71,0.83,7
 Stp, Zmp,0.71,0.83,7
 Zmp, Stp,0.71,0.83,7
 Stp, ciaR,0.86,1.0,7
 ciaR, Stp,0.86,0.86,7
 Stp, OppA,0.86,1.0,7
 OppA, Stp,0.86,0.86,7
 FBA, lytR,1.0,1.0,7
 lytR, FBA,1.0,1.0,7
 FBA, pgdA,0.86,0.86,7
 pgdA, FBA,0.86,1.0,7
 FBA, Stk,1.0,1.0,7
 Stk, FBA,1.0,1.0,7
 FBA, KAR,1.0,1.0,7
 KAR, FBA,1.0,1.0,7
 FBA, prsA,1.0,1.0,7
 prsA, FBA,1.0,1.0,7
 FBA, RggTR,0.86,0.86,7
 RggTR, FBA,0.86,1.0,7
 FBA, BgaC,1.0,1.0,7
 BgaC, FBA,1.0,1.0,7
 FBA, SspB,0.71,0.71,7
 SspB, FBA,0.71,1.0,7
 FBA, FBPS,1.0,1.0,7
 FBPS, FBA,1.0,1.0,7
 FBA, PGK,1.0,1.0,7
 PGK, FBA,1.0,1.0,7
 FBA, RelA,1.0,1.0,7
 RelA, FBA,1.0,1.0,7
 SP1, FBA,0.57,1.0,7
 FBA, agaR2,1.0,1.0,7
 agaR2, FBA,1.0,1.0,7
 FBA, HP1717,1.0,1.0,7
 HP1717, FBA,1.0,1.0,7
 FBA, PDH,1.0,1.0,7
 PDH, FBA,1.0,1.0,7
 atl_2, FBA,0.43,1.0,7
 FBA, PK,1.0,1.0,7
 PK, FBA,1.0,1.0,7
 FBA, DnaK,1.0,1.0,7
 DnaK, FBA,1.0,1.0,7
 FBA, CovR,1.0,1.0,7
 CovR, FBA,1.0,1.0,7
 FBA, Rex,1.0,1.0,7
 Rex, FBA,1.0,1.0,7
 FBA, SntA,0.71,0.71,7
 SntA, FBA,0.71,1.0,7
 FBA, HP1083,1.0,1.0,7
 HP1083, FBA,1.0,1.0,7
 FBA, lhr,0.86,0.86,7
 lhr, FBA,0.86,1.0,7
 FBA, argR,1.0,1.0,7
 argR, FBA,1.0,1.0,7
 FBA, CodY,1.0,1.0,7
 CodY, FBA,1.0,1.0,7
 FBA, ABC_1,1.0,1.0,7
 ABC_1, FBA,1.0,1.0,7
 FBA, DivIVA,1.0,1.0,7
 DivIVA, FBA,1.0,1.0,7
 FBA, GlnA,1.0,1.0,7
 GlnA, FBA,1.0,1.0,7
 FBA, LDH,1.0,1.0,7
 LDH, FBA,1.0,1.0,7
 FBA, GAPDH,1.0,1.0,7
 GAPDH, FBA,1.0,1.0,7
 FBA, srtA,0.86,0.86,7
 srtA, FBA,0.86,1.0,7
 FBA, ClpP,1.0,1.0,7
 ClpP, FBA,1.0,1.0,7
 FBA, HAM1,1.0,1.0,7
 HAM1, FBA,1.0,1.0,7
 FBA, GroEL,1.0,1.0,7
 GroEL, FBA,1.0,1.0,7
 FBA, ssnA,0.71,0.71,7
 ssnA, FBA,0.71,1.0,7
 FBA, VraSR,1.0,1.0,7
 VraSR, FBA,1.0,1.0,7
 FBA, PepF,1.0,1.0,7
 PepF, FBA,1.0,1.0,7
 FBA, HtpsA,1.0,1.0,7
 HtpsA, FBA,1.0,1.0,7
 FBA, OTC,1.0,1.0,7
 OTC, FBA,1.0,1.0,7
 FBA, ciaH,1.0,1.0,7
 ciaH, FBA,1.0,1.0,7
 FBA, HP1538,0.86,0.86,7
 HP1538, FBA,0.86,1.0,7
 FBA, Ssads,0.71,0.71,7
 Ssads, FBA,0.71,1.0,7
 FBA, EF-Tu,1.0,1.0,7
 EF-Tu, FBA,1.0,1.0,7
 FBA, pepT,1.0,1.0,7
 pepT, FBA,1.0,1.0,7
 FBA, SspA,1.0,1.0,7
 SspA, FBA,1.0,1.0,7
 FBA, manN,1.0,1.0,7
 manN, FBA,1.0,1.0,7
 FBA, FlpS,1.0,1.0,7
 FlpS, FBA,1.0,1.0,7
 FBA, GdpP,1.0,1.0,7
 GdpP, FBA,1.0,1.0,7
 FBA, Ssa,0.71,0.71,7
 Ssa, FBA,0.71,1.0,7
 FBA, lhk,0.86,0.86,7
 lhk, FBA,0.86,1.0,7
 FBA, MsmK,1.0,1.0,7
 MsmK, FBA,1.0,1.0,7
 FBA, ClpX,1.0,1.0,7
 ClpX, FBA,1.0,1.0,7
 FBA, ArcD,1.0,1.0,7
 ArcD, FBA,1.0,1.0,7
 FBA, GidA,1.0,1.0,7
 GidA, FBA,1.0,1.0,7
 FBA, Eno,1.0,1.0,7
 Eno, FBA,1.0,1.0,7
 FBA, HrcA,1.0,1.0,7
 HrcA, FBA,1.0,1.0,7
 FBA, adhE,1.0,1.0,7
 adhE, FBA,1.0,1.0,7
 FBA, IMPDH_1,1.0,1.0,7
 IMPDH_1, FBA,1.0,1.0,7
 FBA, Cps9E,1.0,1.0,7
 Cps9E, FBA,1.0,1.0,7
 FBA, LuxS,1.0,1.0,7
 LuxS, FBA,1.0,1.0,7
 FBA, TraG,0.86,0.86,7
 TraG, FBA,0.86,1.0,7
 FBA, Zmp,0.86,0.86,7
 Zmp, FBA,0.86,1.0,7
 FBA, ciaR,1.0,1.0,7
 ciaR, FBA,1.0,1.0,7
 FBA, OppA,1.0,1.0,7
 OppA, FBA,1.0,1.0,7
 lytR, pgdA,0.86,0.86,7
 pgdA, lytR,0.86,1.0,7
 lytR, Stk,1.0,1.0,7
 Stk, lytR,1.0,1.0,7
 lytR, KAR,1.0,1.0,7
 KAR, lytR,1.0,1.0,7
 lytR, prsA,1.0,1.0,7
 prsA, lytR,1.0,1.0,7
 lytR, RggTR,0.86,0.86,7
 RggTR, lytR,0.86,1.0,7
 lytR, BgaC,1.0,1.0,7
 BgaC, lytR,1.0,1.0,7
 lytR, SspB,0.71,0.71,7
 SspB, lytR,0.71,1.0,7
 lytR, FBPS,1.0,1.0,7
 FBPS, lytR,1.0,1.0,7
 lytR, PGK,1.0,1.0,7
 PGK, lytR,1.0,1.0,7
 lytR, RelA,1.0,1.0,7
 RelA, lytR,1.0,1.0,7
 SP1, lytR,0.57,1.0,7
 lytR, agaR2,1.0,1.0,7
 agaR2, lytR,1.0,1.0,7
 lytR, HP1717,1.0,1.0,7
 HP1717, lytR,1.0,1.0,7
 lytR, PDH,1.0,1.0,7
 PDH, lytR,1.0,1.0,7
 atl_2, lytR,0.43,1.0,7
 lytR, PK,1.0,1.0,7
 PK, lytR,1.0,1.0,7
 lytR, DnaK,1.0,1.0,7
 DnaK, lytR,1.0,1.0,7
 lytR, CovR,1.0,1.0,7
 CovR, lytR,1.0,1.0,7
 lytR, Rex,1.0,1.0,7
 Rex, lytR,1.0,1.0,7
 lytR, SntA,0.71,0.71,7
 SntA, lytR,0.71,1.0,7
 lytR, HP1083,1.0,1.0,7
 HP1083, lytR,1.0,1.0,7
 lytR, lhr,0.86,0.86,7
 lhr, lytR,0.86,1.0,7
 lytR, argR,1.0,1.0,7
 argR, lytR,1.0,1.0,7
 lytR, CodY,1.0,1.0,7
 CodY, lytR,1.0,1.0,7
 lytR, ABC_1,1.0,1.0,7
 ABC_1, lytR,1.0,1.0,7
 lytR, DivIVA,1.0,1.0,7
 DivIVA, lytR,1.0,1.0,7
 lytR, GlnA,1.0,1.0,7
 GlnA, lytR,1.0,1.0,7
 lytR, LDH,1.0,1.0,7
 LDH, lytR,1.0,1.0,7
 lytR, GAPDH,1.0,1.0,7
 GAPDH, lytR,1.0,1.0,7
 lytR, srtA,0.86,0.86,7
 srtA, lytR,0.86,1.0,7
 lytR, ClpP,1.0,1.0,7
 ClpP, lytR,1.0,1.0,7
 lytR, HAM1,1.0,1.0,7
 HAM1, lytR,1.0,1.0,7
 lytR, GroEL,1.0,1.0,7
 GroEL, lytR,1.0,1.0,7
 lytR, ssnA,0.71,0.71,7
 ssnA, lytR,0.71,1.0,7
 lytR, VraSR,1.0,1.0,7
 VraSR, lytR,1.0,1.0,7
 lytR, PepF,1.0,1.0,7
 PepF, lytR,1.0,1.0,7
 lytR, HtpsA,1.0,1.0,7
 HtpsA, lytR,1.0,1.0,7
 lytR, OTC,1.0,1.0,7
 OTC, lytR,1.0,1.0,7
 lytR, ciaH,1.0,1.0,7
 ciaH, lytR,1.0,1.0,7
 lytR, HP1538,0.86,0.86,7
 HP1538, lytR,0.86,1.0,7
 lytR, Ssads,0.71,0.71,7
 Ssads, lytR,0.71,1.0,7
 lytR, EF-Tu,1.0,1.0,7
 EF-Tu, lytR,1.0,1.0,7
 lytR, pepT,1.0,1.0,7
 pepT, lytR,1.0,1.0,7
 lytR, SspA,1.0,1.0,7
 SspA, lytR,1.0,1.0,7
 lytR, manN,1.0,1.0,7
 manN, lytR,1.0,1.0,7
 lytR, FlpS,1.0,1.0,7
 FlpS, lytR,1.0,1.0,7
 lytR, GdpP,1.0,1.0,7
 GdpP, lytR,1.0,1.0,7
 lytR, Ssa,0.71,0.71,7
 Ssa, lytR,0.71,1.0,7
 lytR, lhk,0.86,0.86,7
 lhk, lytR,0.86,1.0,7
 lytR, MsmK,1.0,1.0,7
 MsmK, lytR,1.0,1.0,7
 lytR, ClpX,1.0,1.0,7
 ClpX, lytR,1.0,1.0,7
 lytR, ArcD,1.0,1.0,7
 ArcD, lytR,1.0,1.0,7
 lytR, GidA,1.0,1.0,7
 GidA, lytR,1.0,1.0,7
 lytR, Eno,1.0,1.0,7
 Eno, lytR,1.0,1.0,7
 lytR, HrcA,1.0,1.0,7
 HrcA, lytR,1.0,1.0,7
 lytR, adhE,1.0,1.0,7
 adhE, lytR,1.0,1.0,7
 lytR, IMPDH_1,1.0,1.0,7
 IMPDH_1, lytR,1.0,1.0,7
 lytR, Cps9E,1.0,1.0,7
 Cps9E, lytR,1.0,1.0,7
 lytR, LuxS,1.0,1.0,7
 LuxS, lytR,1.0,1.0,7
 lytR, TraG,0.86,0.86,7
 TraG, lytR,0.86,1.0,7
 lytR, Zmp,0.86,0.86,7
 Zmp, lytR,0.86,1.0,7
 lytR, ciaR,1.0,1.0,7
 ciaR, lytR,1.0,1.0,7
 lytR, OppA,1.0,1.0,7
 OppA, lytR,1.0,1.0,7
 pgdA, Stk,0.86,1.0,7
 Stk, pgdA,0.86,0.86,7
 pgdA, KAR,0.86,1.0,7
 KAR, pgdA,0.86,0.86,7
 pgdA, prsA,0.86,1.0,7
 prsA, pgdA,0.86,0.86,7
 pgdA, RggTR,0.86,1.0,7
 RggTR, pgdA,0.86,1.0,7
 pgdA, BgaC,0.86,1.0,7
 BgaC, pgdA,0.86,0.86,7
 pgdA, SspB,0.71,0.83,7
 SspB, pgdA,0.71,1.0,7
 pgdA, FBPS,0.86,1.0,7
 FBPS, pgdA,0.86,0.86,7
 pgdA, PGK,0.86,1.0,7
 PGK, pgdA,0.86,0.86,7
 pgdA, RelA,0.86,1.0,7
 RelA, pgdA,0.86,0.86,7
 SP1, pgdA,0.43,0.75,7
 pgdA, agaR2,0.86,1.0,7
 agaR2, pgdA,0.86,0.86,7
 pgdA, HP1717,0.86,1.0,7
 HP1717, pgdA,0.86,0.86,7
 pgdA, PDH,0.86,1.0,7
 PDH, pgdA,0.86,0.86,7
 atl_2, pgdA,0.43,1.0,7
 pgdA, PK,0.86,1.0,7
 PK, pgdA,0.86,0.86,7
 pgdA, DnaK,0.86,1.0,7
 DnaK, pgdA,0.86,0.86,7
 pgdA, CovR,0.86,1.0,7
 CovR, pgdA,0.86,0.86,7
 pgdA, Rex,0.86,1.0,7
 Rex, pgdA,0.86,0.86,7
 SntA, pgdA,0.57,0.8,7
 pgdA, HP1083,0.86,1.0,7
 HP1083, pgdA,0.86,0.86,7
 pgdA, lhr,0.86,1.0,7
 lhr, pgdA,0.86,1.0,7
 pgdA, argR,0.86,1.0,7
 argR, pgdA,0.86,0.86,7
 pgdA, CodY,0.86,1.0,7
 CodY, pgdA,0.86,0.86,7
 pgdA, ABC_1,0.86,1.0,7
 ABC_1, pgdA,0.86,0.86,7
 pgdA, DivIVA,0.86,1.0,7
 DivIVA, pgdA,0.86,0.86,7
 pgdA, GlnA,0.86,1.0,7
 GlnA, pgdA,0.86,0.86,7
 pgdA, LDH,0.86,1.0,7
 LDH, pgdA,0.86,0.86,7
 pgdA, GAPDH,0.86,1.0,7
 GAPDH, pgdA,0.86,0.86,7
 pgdA, srtA,0.86,1.0,7
 srtA, pgdA,0.86,1.0,7
 pgdA, ClpP,0.86,1.0,7
 ClpP, pgdA,0.86,0.86,7
 pgdA, HAM1,0.86,1.0,7
 HAM1, pgdA,0.86,0.86,7
 pgdA, GroEL,0.86,1.0,7
 GroEL, pgdA,0.86,0.86,7
 pgdA, ssnA,0.71,0.83,7
 ssnA, pgdA,0.71,1.0,7
 pgdA, VraSR,0.86,1.0,7
 VraSR, pgdA,0.86,0.86,7
 pgdA, PepF,0.86,1.0,7
 PepF, pgdA,0.86,0.86,7
 pgdA, HtpsA,0.86,1.0,7
 HtpsA, pgdA,0.86,0.86,7
 pgdA, OTC,0.86,1.0,7
 OTC, pgdA,0.86,0.86,7
 pgdA, ciaH,0.86,1.0,7
 ciaH, pgdA,0.86,0.86,7
 pgdA, HP1538,0.86,1.0,7
 HP1538, pgdA,0.86,1.0,7
 pgdA, Ssads,0.71,0.83,7
 Ssads, pgdA,0.71,1.0,7
 pgdA, EF-Tu,0.86,1.0,7
 EF-Tu, pgdA,0.86,0.86,7
 pgdA, pepT,0.86,1.0,7
 pepT, pgdA,0.86,0.86,7
 pgdA, SspA,0.86,1.0,7
 SspA, pgdA,0.86,0.86,7
 pgdA, manN,0.86,1.0,7
 manN, pgdA,0.86,0.86,7
 pgdA, FlpS,0.86,1.0,7
 FlpS, pgdA,0.86,0.86,7
 pgdA, GdpP,0.86,1.0,7
 GdpP, pgdA,0.86,0.86,7
 pgdA, Ssa,0.71,0.83,7
 Ssa, pgdA,0.71,1.0,7
 pgdA, lhk,0.86,1.0,7
 lhk, pgdA,0.86,1.0,7
 pgdA, MsmK,0.86,1.0,7
 MsmK, pgdA,0.86,0.86,7
 pgdA, ClpX,0.86,1.0,7
 ClpX, pgdA,0.86,0.86,7
 pgdA, ArcD,0.86,1.0,7
 ArcD, pgdA,0.86,0.86,7
 pgdA, GidA,0.86,1.0,7
 GidA, pgdA,0.86,0.86,7
 pgdA, Eno,0.86,1.0,7
 Eno, pgdA,0.86,0.86,7
 pgdA, HrcA,0.86,1.0,7
 HrcA, pgdA,0.86,0.86,7
 pgdA, adhE,0.86,1.0,7
 adhE, pgdA,0.86,0.86,7
 pgdA, IMPDH_1,0.86,1.0,7
 IMPDH_1, pgdA,0.86,0.86,7
 pgdA, Cps9E,0.86,1.0,7
 Cps9E, pgdA,0.86,0.86,7
 pgdA, LuxS,0.86,1.0,7
 LuxS, pgdA,0.86,0.86,7
 pgdA, TraG,0.71,0.83,7
 TraG, pgdA,0.71,0.83,7
 pgdA, Zmp,0.71,0.83,7
 Zmp, pgdA,0.71,0.83,7
 pgdA, ciaR,0.86,1.0,7
 ciaR, pgdA,0.86,0.86,7
 pgdA, OppA,0.86,1.0,7
 OppA, pgdA,0.86,0.86,7
 Stk, KAR,1.0,1.0,7
 KAR, Stk,1.0,1.0,7
 Stk, prsA,1.0,1.0,7
 prsA, Stk,1.0,1.0,7
 Stk, RggTR,0.86,0.86,7
 RggTR, Stk,0.86,1.0,7
 Stk, BgaC,1.0,1.0,7
 BgaC, Stk,1.0,1.0,7
 Stk, SspB,0.71,0.71,7
 SspB, Stk,0.71,1.0,7
 Stk, FBPS,1.0,1.0,7
 FBPS, Stk,1.0,1.0,7
 Stk, PGK,1.0,1.0,7
 PGK, Stk,1.0,1.0,7
 Stk, RelA,1.0,1.0,7
 RelA, Stk,1.0,1.0,7
 SP1, Stk,0.57,1.0,7
 Stk, agaR2,1.0,1.0,7
 agaR2, Stk,1.0,1.0,7
