antecedent,consequent,support,confidence,Cluster
 ClpX, HAM1,1.0,1.0,2
 HAM1, GidA,1.0,1.0,2
 GidA, HAM1,1.0,1.0,2
 HAM1, adhE,1.0,1.0,2
 adhE, HAM1,1.0,1.0,2
 HAM1, GntR,1.0,1.0,2
 GntR, HAM1,1.0,1.0,2
 HAM1, Cps2B,1.0,1.0,2
 Cps2B, HAM1,1.0,1.0,2
 HAM1, RelQ,1.0,1.0,2
 RelQ, HAM1,1.0,1.0,2
 HAM1, BgaC,1.0,1.0,2
 BgaC, HAM1,1.0,1.0,2
 HAM1, yzpA,0.9,0.9,2
 yzpA, HAM1,0.9,1.0,2
 HAM1, agaR2,1.0,1.0,2
 agaR2, HAM1,1.0,1.0,2
 HAM1, HP1717,1.0,1.0,2
 HP1717, HAM1,1.0,1.0,2
 HAM1, PDH,1.0,1.0,2
 PDH, HAM1,1.0,1.0,2
 HAM1, Sbp1,1.0,1.0,2
 Sbp1, HAM1,1.0,1.0,2
 HAM1, Rex,1.0,1.0,2
 Rex, HAM1,1.0,1.0,2
 HAM1, SntA,1.0,1.0,2
 SntA, HAM1,1.0,1.0,2
 HAM1, ABC_1,1.0,1.0,2
 ABC_1, HAM1,1.0,1.0,2
 HAM1, GlnA,1.0,1.0,2
 GlnA, HAM1,1.0,1.0,2
 HAM1, LDH,1.0,1.0,2
 LDH, HAM1,1.0,1.0,2
 HAM1, ClpP,1.0,1.0,2
 ClpP, HAM1,1.0,1.0,2
 HAM1, ssnA,1.0,1.0,2
 ssnA, HAM1,1.0,1.0,2
 HAM1, VraSR,1.0,1.0,2
 VraSR, HAM1,1.0,1.0,2
 HAM1, FlpS,1.0,1.0,2
 FlpS, HAM1,1.0,1.0,2
 HAM1, Ssa,1.0,1.0,2
 Ssa, HAM1,1.0,1.0,2
 HAM1, ArcD,1.0,1.0,2
 ArcD, HAM1,1.0,1.0,2
 HAM1, Eno,1.0,1.0,2
 Eno, HAM1,1.0,1.0,2
 HAM1, IMPDH_1,1.0,1.0,2
 IMPDH_1, HAM1,1.0,1.0,2
 HAM1, Cps9E,1.0,1.0,2
 Cps9E, HAM1,1.0,1.0,2
 HAM1, Zmp,1.0,1.0,2
 Zmp, HAM1,1.0,1.0,2
 HAM1, mnmE,1.0,1.0,2
 mnmE, HAM1,1.0,1.0,2
 HAM1, IMPDH_2,1.0,1.0,2
 IMPDH_2, HAM1,1.0,1.0,2
 HAM1, FBA,1.0,1.0,2
 FBA, HAM1,1.0,1.0,2
 HAM1, pgdA,1.0,1.0,2
 pgdA, HAM1,1.0,1.0,2
 HAM1, Stk,1.0,1.0,2
 Stk, HAM1,1.0,1.0,2
 HAM1, KAR,1.0,1.0,2
 KAR, HAM1,1.0,1.0,2
 HAM1, PGK,1.0,1.0,2
 PGK, HAM1,1.0,1.0,2
 HAM1, SP1,1.0,1.0,2
 SP1, HAM1,1.0,1.0,2
 atl_2, HAM1,0.4,1.0,2
 HAM1, PK,1.0,1.0,2
 PK, HAM1,1.0,1.0,2
 HAM1, DnaK,1.0,1.0,2
 DnaK, HAM1,1.0,1.0,2
 HAM1, Fhb_1,0.8,0.8,2
 Fhb_1, HAM1,0.8,1.0,2
 HAM1, HP1083,1.0,1.0,2
 HP1083, HAM1,1.0,1.0,2
 HAM1, argR,1.0,1.0,2
 argR, HAM1,1.0,1.0,2
 HAM1, MRP,1.0,1.0,2
 MRP, HAM1,1.0,1.0,2
 HAM1, pepT,1.0,1.0,2
 pepT, HAM1,1.0,1.0,2
 HAM1, GdpP,1.0,1.0,2
 GdpP, HAM1,1.0,1.0,2
 HAM1, MsmK,1.0,1.0,2
 MsmK, HAM1,1.0,1.0,2
 HAM1, ciaR,1.0,1.0,2
 ciaR, HAM1,1.0,1.0,2
 HAM1, OppA,1.0,1.0,2
 OppA, HAM1,1.0,1.0,2
 HP1538, Ssads,0.8,0.8,2
 Ssads, HP1538,0.8,1.0,2
 HP1538, EF-Tu,1.0,1.0,2
 EF-Tu, HP1538,1.0,1.0,2
 HP1538, ldeS,1.0,1.0,2
 ldeS, HP1538,1.0,1.0,2
 HP1538, manN,1.0,1.0,2
 manN, HP1538,1.0,1.0,2
 HP1538, lhk,1.0,1.0,2
 lhk, HP1538,1.0,1.0,2
 HP1538, HrcA,1.0,1.0,2
 HrcA, HP1538,1.0,1.0,2
 HP1538, LuxS,1.0,1.0,2
 LuxS, HP1538,1.0,1.0,2
 HP1538, TraG,1.0,1.0,2
 TraG, HP1538,1.0,1.0,2
 HP1538, gh92,1.0,1.0,2
 gh92, HP1538,1.0,1.0,2
 HP1538, 1910HR,1.0,1.0,2
 1910HR, HP1538,1.0,1.0,2
 HP1538, Stp,1.0,1.0,2
 Stp, HP1538,1.0,1.0,2
 HP1538, endoSS,1.0,1.0,2
 endoSS, HP1538,1.0,1.0,2
 HP1538, RggTR,1.0,1.0,2
 RggTR, HP1538,1.0,1.0,2
 HP1538, 1910HK,1.0,1.0,2
 1910HK, HP1538,1.0,1.0,2
 HP1538, Tran,1.0,1.0,2
 Tran, HP1538,1.0,1.0,2
 HP1538, SspB,1.0,1.0,2
 SspB, HP1538,1.0,1.0,2
 HP1538, dltA,1.0,1.0,2
 dltA, HP1538,1.0,1.0,2
 HP1538, RelA,1.0,1.0,2
 RelA, HP1538,1.0,1.0,2
 HP1538, CovR,1.0,1.0,2
 CovR, HP1538,1.0,1.0,2
 HP1538, lhr,1.0,1.0,2
 lhr, HP1538,1.0,1.0,2
 HP1538, sly,1.0,1.0,2
 sly, HP1538,1.0,1.0,2
 HP1538, abpb,1.0,1.0,2
 abpb, HP1538,1.0,1.0,2
 HP1538, HtpsA,1.0,1.0,2
 HtpsA, HP1538,1.0,1.0,2
 HP1538, PepF,1.0,1.0,2
 PepF, HP1538,1.0,1.0,2
 HP1538, OTC,1.0,1.0,2
 OTC, HP1538,1.0,1.0,2
 HP1538, ciaH,1.0,1.0,2
 ciaH, HP1538,1.0,1.0,2
 HP1538, SspA,1.0,1.0,2
 SspA, HP1538,1.0,1.0,2
 HP1538, SsPep,1.0,1.0,2
 SsPep, HP1538,1.0,1.0,2
 HP1538, ClpX,1.0,1.0,2
 ClpX, HP1538,1.0,1.0,2
 HP1538, GidA,1.0,1.0,2
 GidA, HP1538,1.0,1.0,2
 HP1538, adhE,1.0,1.0,2
 adhE, HP1538,1.0,1.0,2
 HP1538, GntR,1.0,1.0,2
 GntR, HP1538,1.0,1.0,2
 HP1538, Cps2B,1.0,1.0,2
 Cps2B, HP1538,1.0,1.0,2
 HP1538, RelQ,1.0,1.0,2
 RelQ, HP1538,1.0,1.0,2
 HP1538, BgaC,1.0,1.0,2
 BgaC, HP1538,1.0,1.0,2
 HP1538, yzpA,0.9,0.9,2
 yzpA, HP1538,0.9,1.0,2
 HP1538, agaR2,1.0,1.0,2
 agaR2, HP1538,1.0,1.0,2
 HP1538, HP1717,1.0,1.0,2
 HP1717, HP1538,1.0,1.0,2
 HP1538, PDH,1.0,1.0,2
 PDH, HP1538,1.0,1.0,2
 HP1538, Sbp1,1.0,1.0,2
 Sbp1, HP1538,1.0,1.0,2
 HP1538, Rex,1.0,1.0,2
 Rex, HP1538,1.0,1.0,2
 HP1538, SntA,1.0,1.0,2
 SntA, HP1538,1.0,1.0,2
 HP1538, ABC_1,1.0,1.0,2
 ABC_1, HP1538,1.0,1.0,2
 HP1538, GlnA,1.0,1.0,2
 GlnA, HP1538,1.0,1.0,2
 HP1538, LDH,1.0,1.0,2
 LDH, HP1538,1.0,1.0,2
 HP1538, ClpP,1.0,1.0,2
 ClpP, HP1538,1.0,1.0,2
 HP1538, ssnA,1.0,1.0,2
 ssnA, HP1538,1.0,1.0,2
 HP1538, VraSR,1.0,1.0,2
 VraSR, HP1538,1.0,1.0,2
 HP1538, FlpS,1.0,1.0,2
 FlpS, HP1538,1.0,1.0,2
 HP1538, Ssa,1.0,1.0,2
 Ssa, HP1538,1.0,1.0,2
 HP1538, ArcD,1.0,1.0,2
 ArcD, HP1538,1.0,1.0,2
 HP1538, Eno,1.0,1.0,2
 Eno, HP1538,1.0,1.0,2
 HP1538, IMPDH_1,1.0,1.0,2
 IMPDH_1, HP1538,1.0,1.0,2
 HP1538, Cps9E,1.0,1.0,2
 Cps9E, HP1538,1.0,1.0,2
 HP1538, Zmp,1.0,1.0,2
 Zmp, HP1538,1.0,1.0,2
 HP1538, mnmE,1.0,1.0,2
 mnmE, HP1538,1.0,1.0,2
 HP1538, IMPDH_2,1.0,1.0,2
 IMPDH_2, HP1538,1.0,1.0,2
 HP1538, FBA,1.0,1.0,2
 FBA, HP1538,1.0,1.0,2
 HP1538, pgdA,1.0,1.0,2
 pgdA, HP1538,1.0,1.0,2
 HP1538, Stk,1.0,1.0,2
 Stk, HP1538,1.0,1.0,2
 HP1538, KAR,1.0,1.0,2
 KAR, HP1538,1.0,1.0,2
 HP1538, PGK,1.0,1.0,2
 PGK, HP1538,1.0,1.0,2
 HP1538, SP1,1.0,1.0,2
 SP1, HP1538,1.0,1.0,2
 atl_2, HP1538,0.4,1.0,2
 HP1538, PK,1.0,1.0,2
 PK, HP1538,1.0,1.0,2
 HP1538, DnaK,1.0,1.0,2
 DnaK, HP1538,1.0,1.0,2
 HP1538, Fhb_1,0.8,0.8,2
 Fhb_1, HP1538,0.8,1.0,2
 HP1538, HP1083,1.0,1.0,2
 HP1083, HP1538,1.0,1.0,2
 HP1538, argR,1.0,1.0,2
 argR, HP1538,1.0,1.0,2
 HP1538, MRP,1.0,1.0,2
 MRP, HP1538,1.0,1.0,2
 HP1538, pepT,1.0,1.0,2
 pepT, HP1538,1.0,1.0,2
 HP1538, GdpP,1.0,1.0,2
 GdpP, HP1538,1.0,1.0,2
 HP1538, MsmK,1.0,1.0,2
 MsmK, HP1538,1.0,1.0,2
 HP1538, ciaR,1.0,1.0,2
 ciaR, HP1538,1.0,1.0,2
 HP1538, OppA,1.0,1.0,2
 OppA, HP1538,1.0,1.0,2
 Ssads, EF-Tu,0.8,1.0,2
 EF-Tu, Ssads,0.8,0.8,2
 Ssads, ldeS,0.8,1.0,2
 ldeS, Ssads,0.8,0.8,2
 Ssads, manN,0.8,1.0,2
 manN, Ssads,0.8,0.8,2
 Ssads, lhk,0.8,1.0,2
 lhk, Ssads,0.8,0.8,2
 Ssads, HrcA,0.8,1.0,2
 HrcA, Ssads,0.8,0.8,2
 Ssads, LuxS,0.8,1.0,2
 LuxS, Ssads,0.8,0.8,2
 Ssads, TraG,0.8,1.0,2
 TraG, Ssads,0.8,0.8,2
 Ssads, gh92,0.8,1.0,2
 gh92, Ssads,0.8,0.8,2
 Ssads, 1910HR,0.8,1.0,2
 1910HR, Ssads,0.8,0.8,2
 Ssads, Stp,0.8,1.0,2
 Stp, Ssads,0.8,0.8,2
 Ssads, endoSS,0.8,1.0,2
 endoSS, Ssads,0.8,0.8,2
 Ssads, RggTR,0.8,1.0,2
 RggTR, Ssads,0.8,0.8,2
 Ssads, 1910HK,0.8,1.0,2
 1910HK, Ssads,0.8,0.8,2
 Ssads, Tran,0.8,1.0,2
 Tran, Ssads,0.8,0.8,2
 Ssads, SspB,0.8,1.0,2
 SspB, Ssads,0.8,0.8,2
 Ssads, dltA,0.8,1.0,2
 dltA, Ssads,0.8,0.8,2
 Ssads, RelA,0.8,1.0,2
 RelA, Ssads,0.8,0.8,2
 Ssads, CovR,0.8,1.0,2
 CovR, Ssads,0.8,0.8,2
 Ssads, lhr,0.8,1.0,2
 lhr, Ssads,0.8,0.8,2
 Ssads, sly,0.8,1.0,2
 sly, Ssads,0.8,0.8,2
 Ssads, abpb,0.8,1.0,2
 abpb, Ssads,0.8,0.8,2
 Ssads, HtpsA,0.8,1.0,2
 HtpsA, Ssads,0.8,0.8,2
 Ssads, PepF,0.8,1.0,2
 PepF, Ssads,0.8,0.8,2
 Ssads, OTC,0.8,1.0,2
 OTC, Ssads,0.8,0.8,2
 Ssads, ciaH,0.8,1.0,2
 ciaH, Ssads,0.8,0.8,2
 Ssads, SspA,0.8,1.0,2
 SspA, Ssads,0.8,0.8,2
 Ssads, SsPep,0.8,1.0,2
 SsPep, Ssads,0.8,0.8,2
 Ssads, ClpX,0.8,1.0,2
 ClpX, Ssads,0.8,0.8,2
 Ssads, GidA,0.8,1.0,2
 GidA, Ssads,0.8,0.8,2
 Ssads, adhE,0.8,1.0,2
 adhE, Ssads,0.8,0.8,2
 Ssads, GntR,0.8,1.0,2
 GntR, Ssads,0.8,0.8,2
 Ssads, Cps2B,0.8,1.0,2
 Cps2B, Ssads,0.8,0.8,2
 Ssads, RelQ,0.8,1.0,2
 RelQ, Ssads,0.8,0.8,2
 Ssads, BgaC,0.8,1.0,2
 BgaC, Ssads,0.8,0.8,2
 Ssads, yzpA,0.7,0.87,2
 yzpA, Ssads,0.7,0.78,2
 Ssads, agaR2,0.8,1.0,2
 agaR2, Ssads,0.8,0.8,2
 Ssads, HP1717,0.8,1.0,2
 HP1717, Ssads,0.8,0.8,2
 Ssads, PDH,0.8,1.0,2
 PDH, Ssads,0.8,0.8,2
 Ssads, Sbp1,0.8,1.0,2
 Sbp1, Ssads,0.8,0.8,2
 Ssads, Rex,0.8,1.0,2
 Rex, Ssads,0.8,0.8,2
 Ssads, SntA,0.8,1.0,2
 SntA, Ssads,0.8,0.8,2
 Ssads, ABC_1,0.8,1.0,2
 ABC_1, Ssads,0.8,0.8,2
 Ssads, GlnA,0.8,1.0,2
 GlnA, Ssads,0.8,0.8,2
 Ssads, LDH,0.8,1.0,2
 LDH, Ssads,0.8,0.8,2
 Ssads, ClpP,0.8,1.0,2
 ClpP, Ssads,0.8,0.8,2
 Ssads, ssnA,0.8,1.0,2
 ssnA, Ssads,0.8,0.8,2
 Ssads, VraSR,0.8,1.0,2
 VraSR, Ssads,0.8,0.8,2
 Ssads, FlpS,0.8,1.0,2
 FlpS, Ssads,0.8,0.8,2
 Ssads, Ssa,0.8,1.0,2
 Ssa, Ssads,0.8,0.8,2
 Ssads, ArcD,0.8,1.0,2
 ArcD, Ssads,0.8,0.8,2
 Ssads, Eno,0.8,1.0,2
 Eno, Ssads,0.8,0.8,2
 Ssads, IMPDH_1,0.8,1.0,2
 IMPDH_1, Ssads,0.8,0.8,2
 Ssads, Cps9E,0.8,1.0,2
 Cps9E, Ssads,0.8,0.8,2
 Ssads, Zmp,0.8,1.0,2
 Zmp, Ssads,0.8,0.8,2
 Ssads, mnmE,0.8,1.0,2
 mnmE, Ssads,0.8,0.8,2
 Ssads, IMPDH_2,0.8,1.0,2
 IMPDH_2, Ssads,0.8,0.8,2
 Ssads, FBA,0.8,1.0,2
 FBA, Ssads,0.8,0.8,2
 Ssads, pgdA,0.8,1.0,2
 pgdA, Ssads,0.8,0.8,2
 Ssads, Stk,0.8,1.0,2
 Stk, Ssads,0.8,0.8,2
 Ssads, KAR,0.8,1.0,2
 KAR, Ssads,0.8,0.8,2
 Ssads, PGK,0.8,1.0,2
 PGK, Ssads,0.8,0.8,2
 Ssads, SP1,0.8,1.0,2
 SP1, Ssads,0.8,0.8,2
 Ssads, PK,0.8,1.0,2
 PK, Ssads,0.8,0.8,2
 Ssads, DnaK,0.8,1.0,2
 DnaK, Ssads,0.8,0.8,2
 Ssads, Fhb_1,0.6,0.75,2
 Fhb_1, Ssads,0.6,0.75,2
 Ssads, HP1083,0.8,1.0,2
 HP1083, Ssads,0.8,0.8,2
 Ssads, argR,0.8,1.0,2
 argR, Ssads,0.8,0.8,2
 Ssads, MRP,0.8,1.0,2
 MRP, Ssads,0.8,0.8,2
 Ssads, pepT,0.8,1.0,2
 pepT, Ssads,0.8,0.8,2
 Ssads, GdpP,0.8,1.0,2
 GdpP, Ssads,0.8,0.8,2
 Ssads, MsmK,0.8,1.0,2
 MsmK, Ssads,0.8,0.8,2
 Ssads, ciaR,0.8,1.0,2
 ciaR, Ssads,0.8,0.8,2
 Ssads, OppA,0.8,1.0,2
 OppA, Ssads,0.8,0.8,2
 EF-Tu, ldeS,1.0,1.0,2
 ldeS, EF-Tu,1.0,1.0,2
 EF-Tu, manN,1.0,1.0,2
 manN, EF-Tu,1.0,1.0,2
 EF-Tu, lhk,1.0,1.0,2
 lhk, EF-Tu,1.0,1.0,2
 EF-Tu, HrcA,1.0,1.0,2
 HrcA, EF-Tu,1.0,1.0,2
 EF-Tu, LuxS,1.0,1.0,2
 LuxS, EF-Tu,1.0,1.0,2
 EF-Tu, TraG,1.0,1.0,2
 TraG, EF-Tu,1.0,1.0,2
 EF-Tu, gh92,1.0,1.0,2
 gh92, EF-Tu,1.0,1.0,2
 EF-Tu, 1910HR,1.0,1.0,2
 1910HR, EF-Tu,1.0,1.0,2
 EF-Tu, Stp,1.0,1.0,2
 Stp, EF-Tu,1.0,1.0,2
 EF-Tu, endoSS,1.0,1.0,2
 endoSS, EF-Tu,1.0,1.0,2
 EF-Tu, RggTR,1.0,1.0,2
 RggTR, EF-Tu,1.0,1.0,2
 EF-Tu, 1910HK,1.0,1.0,2
 1910HK, EF-Tu,1.0,1.0,2
 EF-Tu, Tran,1.0,1.0,2
 Tran, EF-Tu,1.0,1.0,2
 EF-Tu, SspB,1.0,1.0,2
 SspB, EF-Tu,1.0,1.0,2
 EF-Tu, dltA,1.0,1.0,2
 dltA, EF-Tu,1.0,1.0,2
 EF-Tu, RelA,1.0,1.0,2
 RelA, EF-Tu,1.0,1.0,2
 EF-Tu, CovR,1.0,1.0,2
 CovR, EF-Tu,1.0,1.0,2
 EF-Tu, lhr,1.0,1.0,2
 lhr, EF-Tu,1.0,1.0,2
 EF-Tu, sly,1.0,1.0,2
 sly, EF-Tu,1.0,1.0,2
 EF-Tu, abpb,1.0,1.0,2
 abpb, EF-Tu,1.0,1.0,2
 EF-Tu, HtpsA,1.0,1.0,2
 HtpsA, EF-Tu,1.0,1.0,2
 EF-Tu, PepF,1.0,1.0,2
 PepF, EF-Tu,1.0,1.0,2
 EF-Tu, OTC,1.0,1.0,2
 OTC, EF-Tu,1.0,1.0,2
 EF-Tu, ciaH,1.0,1.0,2
 ciaH, EF-Tu,1.0,1.0,2
 EF-Tu, SspA,1.0,1.0,2
 SspA, EF-Tu,1.0,1.0,2
 EF-Tu, SsPep,1.0,1.0,2
 SsPep, EF-Tu,1.0,1.0,2
 EF-Tu, ClpX,1.0,1.0,2
 ClpX, EF-Tu,1.0,1.0,2
 EF-Tu, GidA,1.0,1.0,2
 GidA, EF-Tu,1.0,1.0,2
 EF-Tu, adhE,1.0,1.0,2
 adhE, EF-Tu,1.0,1.0,2
 EF-Tu, GntR,1.0,1.0,2
 GntR, EF-Tu,1.0,1.0,2
 EF-Tu, Cps2B,1.0,1.0,2
 Cps2B, EF-Tu,1.0,1.0,2
 EF-Tu, RelQ,1.0,1.0,2
 RelQ, EF-Tu,1.0,1.0,2
 EF-Tu, BgaC,1.0,1.0,2
 BgaC, EF-Tu,1.0,1.0,2
 EF-Tu, yzpA,0.9,0.9,2
 yzpA, EF-Tu,0.9,1.0,2
 EF-Tu, agaR2,1.0,1.0,2
 agaR2, EF-Tu,1.0,1.0,2
 EF-Tu, HP1717,1.0,1.0,2
 HP1717, EF-Tu,1.0,1.0,2
 EF-Tu, PDH,1.0,1.0,2
 PDH, EF-Tu,1.0,1.0,2
 EF-Tu, Sbp1,1.0,1.0,2
 Sbp1, EF-Tu,1.0,1.0,2
 EF-Tu, Rex,1.0,1.0,2
 Rex, EF-Tu,1.0,1.0,2
 EF-Tu, SntA,1.0,1.0,2
 SntA, EF-Tu,1.0,1.0,2
 EF-Tu, ABC_1,1.0,1.0,2
 ABC_1, EF-Tu,1.0,1.0,2
 EF-Tu, GlnA,1.0,1.0,2
 GlnA, EF-Tu,1.0,1.0,2
 EF-Tu, LDH,1.0,1.0,2
 LDH, EF-Tu,1.0,1.0,2
 EF-Tu, ClpP,1.0,1.0,2
 ClpP, EF-Tu,1.0,1.0,2
 EF-Tu, ssnA,1.0,1.0,2
 ssnA, EF-Tu,1.0,1.0,2
 EF-Tu, VraSR,1.0,1.0,2
 VraSR, EF-Tu,1.0,1.0,2
 EF-Tu, FlpS,1.0,1.0,2
 FlpS, EF-Tu,1.0,1.0,2
 EF-Tu, Ssa,1.0,1.0,2
 Ssa, EF-Tu,1.0,1.0,2
 EF-Tu, ArcD,1.0,1.0,2
 ArcD, EF-Tu,1.0,1.0,2
 EF-Tu, Eno,1.0,1.0,2
 Eno, EF-Tu,1.0,1.0,2
 EF-Tu, IMPDH_1,1.0,1.0,2
 IMPDH_1, EF-Tu,1.0,1.0,2
 EF-Tu, Cps9E,1.0,1.0,2
 Cps9E, EF-Tu,1.0,1.0,2
 EF-Tu, Zmp,1.0,1.0,2
 Zmp, EF-Tu,1.0,1.0,2
 EF-Tu, mnmE,1.0,1.0,2
 mnmE, EF-Tu,1.0,1.0,2
 EF-Tu, IMPDH_2,1.0,1.0,2
 IMPDH_2, EF-Tu,1.0,1.0,2
 EF-Tu, FBA,1.0,1.0,2
 FBA, EF-Tu,1.0,1.0,2
 EF-Tu, pgdA,1.0,1.0,2
 pgdA, EF-Tu,1.0,1.0,2
 EF-Tu, Stk,1.0,1.0,2
 Stk, EF-Tu,1.0,1.0,2
 EF-Tu, KAR,1.0,1.0,2
 KAR, EF-Tu,1.0,1.0,2
 EF-Tu, PGK,1.0,1.0,2
 PGK, EF-Tu,1.0,1.0,2
 EF-Tu, SP1,1.0,1.0,2
 SP1, EF-Tu,1.0,1.0,2
 atl_2, EF-Tu,0.4,1.0,2
 EF-Tu, PK,1.0,1.0,2
 PK, EF-Tu,1.0,1.0,2
 EF-Tu, DnaK,1.0,1.0,2
 DnaK, EF-Tu,1.0,1.0,2
 EF-Tu, Fhb_1,0.8,0.8,2
 Fhb_1, EF-Tu,0.8,1.0,2
 EF-Tu, HP1083,1.0,1.0,2
 HP1083, EF-Tu,1.0,1.0,2
 EF-Tu, argR,1.0,1.0,2
 argR, EF-Tu,1.0,1.0,2
 EF-Tu, MRP,1.0,1.0,2
 MRP, EF-Tu,1.0,1.0,2
 EF-Tu, pepT,1.0,1.0,2
 pepT, EF-Tu,1.0,1.0,2
 EF-Tu, GdpP,1.0,1.0,2
 GdpP, EF-Tu,1.0,1.0,2
 EF-Tu, MsmK,1.0,1.0,2
 MsmK, EF-Tu,1.0,1.0,2
 EF-Tu, ciaR,1.0,1.0,2
 ciaR, EF-Tu,1.0,1.0,2
 EF-Tu, OppA,1.0,1.0,2
 OppA, EF-Tu,1.0,1.0,2
 ldeS, manN,1.0,1.0,2
 manN, ldeS,1.0,1.0,2
 ldeS, lhk,1.0,1.0,2
 lhk, ldeS,1.0,1.0,2
 ldeS, HrcA,1.0,1.0,2
 HrcA, ldeS,1.0,1.0,2
 ldeS, LuxS,1.0,1.0,2
 LuxS, ldeS,1.0,1.0,2
 ldeS, TraG,1.0,1.0,2
 TraG, ldeS,1.0,1.0,2
 ldeS, gh92,1.0,1.0,2
 gh92, ldeS,1.0,1.0,2
 ldeS, 1910HR,1.0,1.0,2
 1910HR, ldeS,1.0,1.0,2
 ldeS, Stp,1.0,1.0,2
 Stp, ldeS,1.0,1.0,2
 ldeS, endoSS,1.0,1.0,2
 endoSS, ldeS,1.0,1.0,2
 ldeS, RggTR,1.0,1.0,2
 RggTR, ldeS,1.0,1.0,2
 ldeS, 1910HK,1.0,1.0,2
 1910HK, ldeS,1.0,1.0,2
 ldeS, Tran,1.0,1.0,2
 Tran, ldeS,1.0,1.0,2
 ldeS, SspB,1.0,1.0,2
 SspB, ldeS,1.0,1.0,2
 ldeS, dltA,1.0,1.0,2
 dltA, ldeS,1.0,1.0,2
 ldeS, RelA,1.0,1.0,2
 RelA, ldeS,1.0,1.0,2
 ldeS, CovR,1.0,1.0,2
 CovR, ldeS,1.0,1.0,2
 ldeS, lhr,1.0,1.0,2
 lhr, ldeS,1.0,1.0,2
 ldeS, sly,1.0,1.0,2
 sly, ldeS,1.0,1.0,2
 ldeS, abpb,1.0,1.0,2
 abpb, ldeS,1.0,1.0,2
 ldeS, HtpsA,1.0,1.0,2
 HtpsA, ldeS,1.0,1.0,2
 ldeS, PepF,1.0,1.0,2
 PepF, ldeS,1.0,1.0,2
 ldeS, OTC,1.0,1.0,2
 OTC, ldeS,1.0,1.0,2
 ldeS, ciaH,1.0,1.0,2
 ciaH, ldeS,1.0,1.0,2
 ldeS, SspA,1.0,1.0,2
 SspA, ldeS,1.0,1.0,2
 ldeS, SsPep,1.0,1.0,2
 SsPep, ldeS,1.0,1.0,2
 ldeS, ClpX,1.0,1.0,2
 ClpX, ldeS,1.0,1.0,2
 ldeS, GidA,1.0,1.0,2
 GidA, ldeS,1.0,1.0,2
 ldeS, adhE,1.0,1.0,2
 adhE, ldeS,1.0,1.0,2
 ldeS, GntR,1.0,1.0,2
 GntR, ldeS,1.0,1.0,2
 ldeS, Cps2B,1.0,1.0,2
 Cps2B, ldeS,1.0,1.0,2
 ldeS, RelQ,1.0,1.0,2
 RelQ, ldeS,1.0,1.0,2
 ldeS, BgaC,1.0,1.0,2
 BgaC, ldeS,1.0,1.0,2
 ldeS, yzpA,0.9,0.9,2
 yzpA, ldeS,0.9,1.0,2
 ldeS, agaR2,1.0,1.0,2
 agaR2, ldeS,1.0,1.0,2
 ldeS, HP1717,1.0,1.0,2
 HP1717, ldeS,1.0,1.0,2
 ldeS, PDH,1.0,1.0,2
 PDH, ldeS,1.0,1.0,2
 ldeS, Sbp1,1.0,1.0,2
 Sbp1, ldeS,1.0,1.0,2
 ldeS, Rex,1.0,1.0,2
 Rex, ldeS,1.0,1.0,2
 ldeS, SntA,1.0,1.0,2
 SntA, ldeS,1.0,1.0,2
 ldeS, ABC_1,1.0,1.0,2
 ABC_1, ldeS,1.0,1.0,2
 ldeS, GlnA,1.0,1.0,2
 GlnA, ldeS,1.0,1.0,2
 ldeS, LDH,1.0,1.0,2
 LDH, ldeS,1.0,1.0,2
 ldeS, ClpP,1.0,1.0,2
 ClpP, ldeS,1.0,1.0,2
 ldeS, ssnA,1.0,1.0,2
 ssnA, ldeS,1.0,1.0,2
 ldeS, VraSR,1.0,1.0,2
 VraSR, ldeS,1.0,1.0,2
 ldeS, FlpS,1.0,1.0,2
 FlpS, ldeS,1.0,1.0,2
 ldeS, Ssa,1.0,1.0,2
 Ssa, ldeS,1.0,1.0,2
 ldeS, ArcD,1.0,1.0,2
 ArcD, ldeS,1.0,1.0,2
 ldeS, Eno,1.0,1.0,2
 Eno, ldeS,1.0,1.0,2
 ldeS, IMPDH_1,1.0,1.0,2
 IMPDH_1, ldeS,1.0,1.0,2
 ldeS, Cps9E,1.0,1.0,2
 Cps9E, ldeS,1.0,1.0,2
 ldeS, Zmp,1.0,1.0,2
 Zmp, ldeS,1.0,1.0,2
 ldeS, mnmE,1.0,1.0,2
 mnmE, ldeS,1.0,1.0,2
 ldeS, IMPDH_2,1.0,1.0,2
 IMPDH_2, ldeS,1.0,1.0,2
 ldeS, FBA,1.0,1.0,2
 FBA, ldeS,1.0,1.0,2
 ldeS, pgdA,1.0,1.0,2
 pgdA, ldeS,1.0,1.0,2
 ldeS, Stk,1.0,1.0,2
 Stk, ldeS,1.0,1.0,2
 ldeS, KAR,1.0,1.0,2
 KAR, ldeS,1.0,1.0,2
 ldeS, PGK,1.0,1.0,2
 PGK, ldeS,1.0,1.0,2
 ldeS, SP1,1.0,1.0,2
 SP1, ldeS,1.0,1.0,2
 atl_2, ldeS,0.4,1.0,2
 ldeS, PK,1.0,1.0,2
 PK, ldeS,1.0,1.0,2
 ldeS, DnaK,1.0,1.0,2
 DnaK, ldeS,1.0,1.0,2
 ldeS, Fhb_1,0.8,0.8,2
 Fhb_1, ldeS,0.8,1.0,2
 ldeS, HP1083,1.0,1.0,2
